11cm	12cm	14cm	15cm	16cm	18cm	20cm	22cm	23cm	26cm	29cm	35cm	37cm	40cm	48cm	51cm	55cm	62cm	63cm	65cm	66cm	6cm	71cm	77cm	9cm	null
15cm	12	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_12_h.wav
15cm	12	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_12_l.wav
15cm	13	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_13_h.wav
15cm	13	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_13_l.wav
15cm	14	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_14_h.wav
15cm	14	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_14_l.wav
15cm	15	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_15_h.wav
15cm	15	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_15_l.wav
15cm	16	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_16_h.wav
15cm	16	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_16_l.wav
15cm	17	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_17_h.wav
15cm	17	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_17_l.wav
15cm	18	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_18_h.wav
15cm	18	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_18_l.wav
15cm	19	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_19_h.wav
15cm	19	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_19_l.wav
15cm	1	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_1_h.wav
15cm	1	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_1_l.wav
15cm	20	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_20_h.wav
15cm	20	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_20_l.wav
15cm	21	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_21_h.wav
15cm	21	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_21_l.wav
15cm	22	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_22_h.wav
15cm	22	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_22_l.wav
15cm	23	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_23_h.wav
15cm	23	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_23_l.wav
15cm	24	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_24_h.wav
15cm	24	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_24_l.wav
15cm	25	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_25_h.wav
15cm	25	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_25_l.wav
15cm	26	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_26_h.wav
15cm	26	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_26_l.wav
15cm	27	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_27_h.wav
15cm	27	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_27_l.wav
15cm	28	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_28_h.wav
15cm	28	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_28_l.wav
15cm	29	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_29_h.wav
15cm	29	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_29_l.wav
15cm	2	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_2_h.wav
15cm	2	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_2_l.wav
15cm	30	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_30_h.wav
15cm	30	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_30_l.wav
15cm	31	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_31_h.wav
15cm	31	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_31_l.wav
15cm	32	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_32_h.wav
15cm	32	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_32_l.wav
15cm	33	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_33_h.wav
15cm	33	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_33_l.wav
15cm	34	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_34_h.wav
15cm	34	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_34_l.wav
15cm	35	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_35_h.wav
15cm	35	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_35_l.wav
15cm	36	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_36_h.wav
15cm	36	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_36_l.wav
15cm	37	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_37_h.wav
15cm	37	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_37_l.wav
15cm	38	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_38_h.wav
15cm	38	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_38_l.wav
15cm	39	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_39_h.wav
15cm	39	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_39_l.wav
15cm	3	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_3_h.wav
15cm	3	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_3_l.wav
15cm	40	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_40_h.wav
15cm	40	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_40_l.wav
15cm	41	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_41_h.wav
15cm	41	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_41_l.wav
15cm	42	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_42_h.wav
15cm	42	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_42_l.wav
15cm	43	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_43_h.wav
15cm	43	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_43_l.wav
15cm	44	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_44_h.wav
15cm	44	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_44_l.wav
15cm	45	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_45_h.wav
15cm	45	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_45_l.wav
15cm	46	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_46_h.wav
15cm	46	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_46_l.wav
15cm	47	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_47_h.wav
15cm	47	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_47_l.wav
15cm	48	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_48_h.wav
15cm	48	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_48_l.wav
15cm	49	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_49_h.wav
15cm	49	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_49_l.wav
15cm	4	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_4_h.wav
15cm	4	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_4_l.wav
15cm	5	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_5_h.wav
15cm	5	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_5_l.wav
15cm	6	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_6_h.wav
15cm	6	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_6_l.wav
15cm	7	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_7_h.wav
15cm	7	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_7_l.wav
15cm	8	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_8_h.wav
15cm	8	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_8_l.wav
15cm	9	h	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_9_h.wav
15cm	9	l	chunk_(hw:CARD=Microphone_1,DEV=0)_15cm_9_l.wav
16cm	0	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_0_h.wav
16cm	0	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_0_l.wav
16cm	10	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_10_h.wav
16cm	10	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_10_l.wav
16cm	11	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_11_h.wav
16cm	11	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_11_l.wav
16cm	12	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_12_h.wav
16cm	12	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_12_l.wav
16cm	13	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_13_h.wav
16cm	13	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_13_l.wav
16cm	14	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_14_h.wav
16cm	14	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_14_l.wav
16cm	15	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_15_h.wav
16cm	15	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_15_l.wav
16cm	16	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_16_h.wav
16cm	16	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_16_l.wav
16cm	17	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_17_h.wav
16cm	17	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_17_l.wav
16cm	18	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_18_h.wav
16cm	18	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_18_l.wav
16cm	19	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_19_h.wav
16cm	19	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_19_l.wav
16cm	1	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_1_h.wav
16cm	1	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_1_l.wav
16cm	20	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_20_h.wav
16cm	20	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_20_l.wav
16cm	21	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_21_h.wav
16cm	21	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_21_l.wav
16cm	22	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_22_h.wav
16cm	22	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_22_l.wav
16cm	23	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_23_h.wav
16cm	23	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_23_l.wav
16cm	24	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_24_h.wav
16cm	24	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_24_l.wav
16cm	25	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_25_h.wav
16cm	25	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_25_l.wav
16cm	26	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_26_h.wav
16cm	26	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_26_l.wav
16cm	27	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_27_h.wav
16cm	27	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_27_l.wav
16cm	28	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_28_h.wav
16cm	28	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_28_l.wav
16cm	29	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_29_h.wav
16cm	29	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_29_l.wav
16cm	2	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_2_h.wav
16cm	2	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_2_l.wav
16cm	30	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_30_h.wav
16cm	30	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_30_l.wav
16cm	31	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_31_h.wav
16cm	31	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_31_l.wav
16cm	32	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_32_h.wav
16cm	32	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_32_l.wav
16cm	33	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_33_h.wav
16cm	33	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_33_l.wav
16cm	34	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_34_h.wav
16cm	34	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_34_l.wav
16cm	35	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_35_h.wav
16cm	35	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_35_l.wav
16cm	36	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_36_h.wav
16cm	36	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_36_l.wav
16cm	37	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_37_h.wav
16cm	37	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_37_l.wav
16cm	38	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_38_h.wav
16cm	38	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_38_l.wav
16cm	39	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_39_h.wav
16cm	39	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_39_l.wav
16cm	3	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_3_h.wav
16cm	3	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_3_l.wav
16cm	40	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_40_h.wav
16cm	40	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_40_l.wav
16cm	41	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_41_h.wav
16cm	41	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_41_l.wav
16cm	42	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_42_h.wav
16cm	42	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_42_l.wav
16cm	43	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_43_h.wav
16cm	43	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_43_l.wav
16cm	44	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_44_h.wav
16cm	44	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_44_l.wav
16cm	45	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_45_h.wav
16cm	45	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_45_l.wav
16cm	46	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_46_h.wav
16cm	46	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_46_l.wav
16cm	47	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_47_h.wav
16cm	47	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_47_l.wav
16cm	48	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_48_h.wav
16cm	48	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_48_l.wav
16cm	49	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_49_h.wav
16cm	49	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_49_l.wav
16cm	4	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_4_h.wav
16cm	4	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_4_l.wav
16cm	5	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_5_h.wav
16cm	5	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_5_l.wav
16cm	6	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_6_h.wav
16cm	6	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_6_l.wav
16cm	7	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_7_h.wav
16cm	7	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_7_l.wav
16cm	8	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_8_h.wav
16cm	8	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_8_l.wav
16cm	9	h	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_9_h.wav
16cm	9	l	chunk_(hw:CARD=Microphone_1,DEV=0)_16cm_9_l.wav
18cm	0	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_0_h.wav
18cm	0	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_0_l.wav
18cm	10	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_10_h.wav
18cm	10	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_10_l.wav
18cm	11	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_11_h.wav
18cm	11	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_11_l.wav
18cm	12	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_12_h.wav
18cm	12	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_12_l.wav
18cm	13	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_13_h.wav
18cm	13	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_13_l.wav
18cm	14	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_14_h.wav
18cm	14	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_14_l.wav
18cm	15	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_15_h.wav
18cm	15	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_15_l.wav
18cm	16	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_16_h.wav
18cm	16	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_16_l.wav
18cm	17	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_17_h.wav
18cm	17	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_17_l.wav
18cm	18	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_18_h.wav
18cm	18	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_18_l.wav
18cm	19	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_19_h.wav
18cm	19	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_19_l.wav
18cm	1	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_1_h.wav
18cm	1	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_1_l.wav
18cm	20	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_20_h.wav
18cm	20	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_20_l.wav
18cm	21	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_21_h.wav
18cm	21	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_21_l.wav
18cm	22	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_22_h.wav
18cm	22	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_22_l.wav
18cm	23	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_23_h.wav
18cm	23	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_23_l.wav
18cm	24	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_24_h.wav
18cm	24	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_24_l.wav
18cm	25	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_25_h.wav
18cm	25	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_25_l.wav
18cm	26	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_26_h.wav
18cm	26	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_26_l.wav
18cm	27	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_27_h.wav
18cm	27	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_27_l.wav
18cm	28	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_28_h.wav
18cm	28	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_28_l.wav
18cm	29	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_29_h.wav
18cm	29	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_29_l.wav
18cm	2	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_2_h.wav
18cm	2	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_2_l.wav
18cm	30	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_30_h.wav
18cm	30	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_30_l.wav
18cm	31	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_31_h.wav
18cm	31	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_31_l.wav
18cm	32	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_32_h.wav
18cm	32	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_32_l.wav
18cm	33	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_33_h.wav
18cm	33	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_33_l.wav
18cm	34	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_34_h.wav
18cm	34	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_34_l.wav
18cm	35	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_35_h.wav
18cm	35	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_35_l.wav
18cm	36	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_36_h.wav
18cm	36	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_36_l.wav
18cm	37	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_37_h.wav
18cm	37	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_37_l.wav
18cm	38	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_38_h.wav
18cm	38	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_38_l.wav
18cm	39	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_39_h.wav
18cm	39	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_39_l.wav
18cm	3	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_3_h.wav
18cm	3	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_3_l.wav
18cm	40	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_40_h.wav
18cm	40	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_40_l.wav
18cm	41	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_41_h.wav
18cm	41	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_41_l.wav
18cm	42	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_42_h.wav
18cm	42	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_42_l.wav
18cm	43	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_43_h.wav
18cm	43	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_43_l.wav
18cm	44	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_44_h.wav
18cm	44	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_44_l.wav
18cm	45	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_45_h.wav
18cm	45	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_45_l.wav
18cm	46	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_46_h.wav
18cm	46	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_46_l.wav
18cm	47	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_47_h.wav
18cm	47	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_47_l.wav
18cm	48	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_48_h.wav
18cm	48	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_48_l.wav
18cm	49	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_49_h.wav
18cm	49	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_49_l.wav
18cm	4	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_4_h.wav
18cm	4	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_4_l.wav
18cm	5	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_5_h.wav
18cm	5	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_5_l.wav
18cm	6	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_6_h.wav
18cm	6	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_6_l.wav
18cm	7	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_7_h.wav
18cm	7	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_7_l.wav
18cm	8	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_8_h.wav
18cm	8	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_8_l.wav
18cm	9	h	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_9_h.wav
18cm	9	l	chunk_(hw:CARD=Microphone_1,DEV=0)_18cm_9_l.wav
20cm	0	h	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_0_h.wav
20cm	0	l	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_0_l.wav
20cm	10	h	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_10_h.wav
20cm	10	l	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_10_l.wav
20cm	11	h	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_11_h.wav
20cm	11	l	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_11_l.wav
20cm	12	h	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_12_h.wav
20cm	12	l	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_12_l.wav
20cm	13	h	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_13_h.wav
20cm	13	l	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_13_l.wav
20cm	14	h	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_14_h.wav
20cm	14	l	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_14_l.wav
20cm	15	h	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_15_h.wav
20cm	15	l	chunk_(hw:CARD=Microphone_1,DEV=0)_20cm_15_l.wav
